BODY;NAME;TYPECODE;LONGIN;LATIN;LENGTHKM;Feature_ID;Feature_Name;Clean_Feature_Name;Target;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Continent;Ethnicity;Feature_Type;Feature_Type_Code;Quad;Approval_Status;Approval_Date;Reference;Origin;Additional_Info;Last_Updated
Venus;Ninkarraka Corona;CR;221;65.3;150;4294;Ninkarraka Corona;Ninkarraka Corona;Venus;150;65.3;221;65.3;65.3;221;221;Planetocentric  +East  0 - 360;Asia;Babylon;Corona, coronae;CR;v05;Approved;1997;127;Babylonian goddess of childbirth.;;10/1/06
Venus;Ninmah Corona;CR;49;16.5;700;4298;Ninmah Corona;Ninmah Corona;Venus;700;16.5;49;18.7;14.2;51.5;46.5;Planetocentric  +East  0 - 360;Asia;Akkadian (Accadian);Corona, coronae;CR;v21;Approved;2003;65;Sumer-Akkadian mother goddess.;;10/1/06
Venus;Nintu Corona;CR;123.5;19.2;75;4300;Nintu Corona;Nintu Corona;Venus;75;19.2;123.5;19.2;19.2;123.5;123.5;Planetocentric  +East  0 - 360;Asia;Akkadian (Accadian);Corona, coronae;CR;v24;Approved;1994;88;Akkadian earth goddess.;;10/1/06
Venus;Ninzi;AA;331.7;15.9;7.1;4302;Ninzi;Ninzi;Venus;7.1;15.9;331.7;15.9;15.9;331.7;331.7;Planetocentric  +East  0 - 360;Asia;Burma;Crater, craters;AA;v31;Approved;1997;107;Burma (Myanmar) first name.;;10/1/06
Venus;Niobe Planitia;PL;112.3;21;5008;4303;Niobe Planitia;Niobe Planitia;Venus;5008;21;112.3;31.1;18.6;133.9;95.2;Planetocentric  +East  0 - 360;Europe;Greek;Planitia, planitiae;PL;v23;Approved;1982;1;Greek. her 12 children killed by Artemis and Apollo.;;10/1/06
Venus;Nipa Tholus;TH;255.7;8.4;140;4304;Nipa Tholus;Nipa Tholus;Venus;140;8.4;255.7;8.7;8.1;256.2;255.2;Planetocentric  +East  0 - 360;North America;Algonquin;Tholus, tholi;TH;v28;Approved;2003;83;Algonquin moon goddess.;;10/1/06
Venus;Nirmali Corona;CR;172.3;-6.3;60;4309;Nirmali Corona;Nirmali Corona;Venus;60;-6.3;172.3;-6;-6.6;172.6;172;Planetocentric  +East  0 - 360;Asia;Afghanistan;Corona, coronae;CR;v37;Approved;2000;65;Nuristan (NE Afghanistan) childbirth goddess.;;10/1/06
Venus;Nishtigri Corona;CR;72;-24.5;275;4311;Nishtigri Corona;Nishtigri Corona;Venus;275;-24.5;72;-24.5;-24.5;72;72;Planetocentric  +East  0 - 360;Asia;India;Corona, coronae;CR;v34;Approved;1994;83;Hindu earth mother.;;10/1/06
Venus;Nissaba Corona;CR;355.5;25.5;300;4312;Nissaba Corona;Nissaba Corona;Venus;300;25.5;355.5;25.5;25.5;355.5;355.5;Planetocentric  +East  0 - 360;Asia;Mesopotamian;Corona, coronae;CR;v19;Approved;1994;;Mesopotamian wisdom/fetility goddess.;;10/1/06
Venus;Nofret;AA;252.2;-58.8;22.5;4325;Nofret;Nofret;Venus;22.5;-58.8;252.2;-58.8;-58.8;252.2;252.2;Planetocentric  +East  0 - 360;Africa;Egypt;Crater, craters;AA;v60;Approved;1994;99;Egyptian queen (c. 1900 B.C.).;;10/1/06
Venus;Nokomis Montes;MO;189;20;486;4326;Nokomis Montes;Nokomis Montes;Venus;486;20;189;20;20;189;189;Planetocentric  +East  0 - 360;North America;Algonquin;Mons, montes;MO;v26;Approved;1982;48;Algonquin (N. America) earth mother.;;10/1/06
Venus;Nomeda;AA;55.5;-49.2;10.4;4328;Nomeda;Nomeda;Venus;10.4;-49.2;55.5;-49.2;-49.2;55.5;55.5;Planetocentric  +East  0 - 360;Europe;Lithuania;Crater, craters;AA;v45;Approved;1997;70;Lithuanian first name.;;10/1/06
Venus;Nommo Valles;VA;87.3;-40.7;200;4329;Nommo Valles;Nommo Valles;Venus;200;-40.7;87.3;-40.7;-40.7;87.3;87.3;Planetocentric  +East  0 - 360;Africa;Mali;Vallis, valles;VA;v46;Approved;2000;65;Dogon (Mali) water deities.;;10/1/06
Venus;Nordenflycht Patera;PE;266;-35;140;4331;Nordenflycht Patera;Nordenflycht Patera;Venus;140;-35;266;-35;-35;266;266;Planetocentric  +East  0 - 360;Europe;Sweden;Patera, paterae;PE;v52;Approved;1997;107;Hedwig. Swedish poetess (1718-1763).;;10/1/06
Venus;Noreen;AA;22.7;33.6;18.6;4333;Noreen;Noreen;Venus;18.6;33.6;22.7;33.6;33.6;22.7;22.7;Planetocentric  +East  0 - 360;Europe;Ireland;Crater, craters;AA;v08;Approved;1994;109;Irish first name.;;10/1/06
Venus;Noriko;AA;358.3;-5.3;7.5;4335;Noriko;Noriko;Venus;7.5;-5.3;358.3;-5.3;-5.3;358.3;358.3;Planetocentric  +East  0 - 360;Asia;Japan;Crater, craters;AA;v43;Approved;1994;108;Japanese first name.;;3/26/14
Venus;Norna Tesserae;TE;263;-50;700;4337;Norna Tesserae;Norna Tesserae;Venus;700;-50;263;-50;-50;263;263;Planetocentric  +East  0 - 360;Europe;Norse;Tessera, tesserae;TE;;Approved;1997;107;Norse fate goddess. there are three Nornas weaving fate thread.;;10/1/06
Venus;Norterma Tholus;TH;188;-77;15;4339;Norterma Tholus;Norterma Tholus;Venus;15;-77;188;-77;-77;188;188;Planetocentric  +East  0 - 360;Asia;Tibet;Tholus, tholi;TH;v62;Approved;2000;154;Tibetan wealth-giving goddess.;;10/1/06
Venus;Nortia Tesserae;TE;160;-49;650;4344;Nortia Tesserae;Nortia Tesserae;Venus;650;-49;160;-49;-49;160;160;Planetocentric  +East  0 - 360;Europe;Italy;Tessera, tesserae;TE;v49;Approved;1997;107;Etruscan fate goddess.;;10/1/06
Venus;Norwan Dorsa;DO;163;65;450;4345;Norwan Dorsa;Norwan Dorsa;Venus;450;65;163;65;65;163;163;Planetocentric  +East  0 - 360;North America;American;Dorsum, dorsa;DO;v04;Approved;1997;107;Wintun (California) light goddess.;;10/1/06
Venus;Nott Corona;CR;202;-32.3;150;4346;Nott Corona;Nott Corona;Venus;150;-32.3;202;-32.3;-32.3;202;202;Planetocentric  +East  0 - 360;Europe;Scandinavian;Corona, coronae;CR;v50;Approved;1997;111;Scandinavian earth goddess.;;10/1/06
Venus;Nsele;AA;64.2;6.7;5.1;4348;Nsele;Nsele;Venus;5.1;6.7;64.2;6.7;6.7;64.2;64.2;Planetocentric  +East  0 - 360;Africa;Mali;Crater, craters;AA;v22;Approved;1997;107;Mandingo first name.;;10/1/06
Venus;Nsomeka Planitia;PL;195;-53;2100;4349;Nsomeka Planitia;Nsomeka Planitia;Venus;2100;-53;195;-53;-53;195;195;Planetocentric  +East  0 - 360;Africa;Bantu;Planitia, planitiae;PL;v59;Approved;1994;111;Bantu culture heroine.;;10/1/06
Venus;Nuahine Tessera;TE;157;-9;1000;4351;Nuahine Tessera;Nuahine Tessera;Venus;1000;-9;157;-9;-9;157;157;Planetocentric  +East  0 - 360;Oceania;Polynesia;Tessera, tesserae;TE;v37;Approved;1997;107;Rapanui (Easter Isl.) fate goddess.;;10/1/06
Venus;Nuliayoq Colles;CO;224;48;350;4352;Nuliayoq Colles;Nuliayoq Colles;Venus;350;48;224;48;48;224;224;Planetocentric  +East  0 - 360;North America;Eskimo;Collis, colles;CO;v15;Approved;1997;107;Netsilik Inuit (Hudson Bay Eskimo) sea mistress. similar to Sedna.;;10/1/06
Venus;Nungui Corona;CR;245.2;-42.5;150;4358;Nungui Corona;Nungui Corona;Venus;150;-42.5;245.2;-42.5;-42.5;245.2;245.2;Planetocentric  +East  0 - 360;South and Central America;Peru;Corona, coronae;CR;v52;Approved;1997;107;Hibaro (Peru/Equador) fertility goddess.;;10/1/06
Venus;Nuon;AA;336.6;78.6;6.5;4360;Nuon;Nuon;Venus;6.5;78.6;336.6;78.6;78.6;336.6;336.6;Planetocentric  +East  0 - 360;Asia;Cambodia;Crater, craters;AA;v01;Approved;1997;107;Khmer first name.;;10/1/06
Venus;Nuptadi Planitia;PL;250;-73;1200;4361;Nuptadi Planitia;Nuptadi Planitia;Venus;1200;-73;250;-73;-73;250;250;Planetocentric  +East  0 - 360;North America;Mandan;Planitia, planitiae;PL;v60;Approved;1997;107;Mandan (US Plains) folk heroine. had magic shell robe.;;10/1/06
Venus;Nuriet;AA;245.6;20.6;17.9;4362;Nuriet;Nuriet;Venus;17.9;20.6;245.6;20.6;20.6;245.6;245.6;Planetocentric  +East  0 - 360;Europe;Caucasus;Crater, craters;AA;v28;Approved;2000;107;Adygan (N. Caucasus) first name.;;12/30/08
Venus;Nutsa;AA;341.2;27.5;8;4366;Nutsa;Nutsa;Venus;8;27.5;341.2;27.5;27.5;341.2;341.2;Planetocentric  +East  0 - 360;Asia;Georgia;Crater, craters;AA;v19;Approved;1997;107;Abkhazian (Georgia) first name.;;12/30/08
Venus;Nuvakchin Dorsa;DO;212;-53;2200;4367;Nuvakchin Dorsa;Nuvakchin Dorsa;Venus;2200;-53;212;-53;-53;212;212;Planetocentric  +East  0 - 360;North America;Hopi;Dorsum, dorsa;DO;v59;Approved;1997;107;Hopi snow maiden ('kachina').;;10/1/06
Venus;Nyakaio Vallis;VA;339;47.5;150;4369;Nyakaio Vallis;Nyakaio Vallis;Venus;150;47.5;339;47.5;47.5;339;339;Planetocentric  +East  0 - 360;Africa;Sudan;Vallis, valles;VA;v19;Approved;1997;107;Shilluk (Sudan) semi-crocodile river deity.;;10/1/06
Venus;Nyal ga;AA;64.5;17;5.5;4370;Nyal'ga;Nyal ga;Venus;5.5;17;64.5;17;17;64.5;64.5;Planetocentric  +East  0 - 360;Africa;Niger;Crater, craters;AA;v22;Approved;1997;107;Fulbe/Wodabi first name.;;10/1/06
Venus;Nyele;AA;318.4;-22.7;11.9;4373;Nyele;Nyele;Venus;11.9;-22.7;318.4;-22.7;-22.7;318.4;318.4;Planetocentric  +East  0 - 360;Africa;Mali;Crater, craters;AA;v42;Approved;1997;107;Mandingo (W. Africa, Mali) first name.;;10/1/06
Venus;Nyogari;AA;306.4;-46.4;13;4374;Nyogari;Nyogari;Venus;13;-46.4;306.4;-46.4;-46.4;306.4;306.4;Planetocentric  +East  0 - 360;Africa;Ghana;Crater, craters;AA;v54;Approved;1997;107;Ewe (W. Africa, Ghana) first name.;;10/1/06
Venus;Nyx Mons;MO;48.5;30;875;4375;Nyx Mons;Nyx Mons;Venus;875;30;48.5;30;30;48.5;48.5;Planetocentric  +East  0 - 360;Europe;Greek;Mons, montes;MO;v09;Approved;1997;83;Greek goddess of night.;;10/1/06
Venus;Nzambi Corona;CR;287.5;-45;225;4376;Nzambi Corona;Nzambi Corona;Venus;225;-45;287.5;-45;-45;287.5;287.5;Planetocentric  +East  0 - 360;Africa;Bantu;Corona, coronae;CR;v53;Approved;1997;107;Congo (Bantu) ancestor goddess, mother of all beings.;;10/1/06
Venus;Nzingha Corona;CR;205.7;68.7;140;4377;Nzingha Corona;Nzingha Corona;Venus;140;68.7;205.7;68.7;68.7;205.7;205.7;Planetocentric  +East  0 - 360;Africa;Angola;Corona, coronae;CR;v05;Approved;1997;46;(Ann Zingha) queen, head of Amazon band (1582-1663). Name changed from Nzingha Patera.;;10/1/06
Venus;Nzingha Patera;PE;205.7;68.7;85.5;6880;[Nzingha Patera];Nzingha Patera;Venus;85.5;68.7;205.7;69.2;68.2;206.7;205;Planetocentric  +East  0 - 360;Africa;Angola;Patera, paterae;PE;v05;Dropped;1991;46;(Ann Zingha) queen, head of Amazon band (1582-1663). Name changed to Nzingha Corona.;;3/1/07
Venus;Oakley;AA;310.5;-29.3;18.4;4382;Oakley;Oakley;Venus;18.4;-29.3;310.5;-29.3;-29.3;310.5;310.5;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v54;Approved;1994;99;Annie. American sharpshooter, entertainer (1860-1926).;;10/1/06
Venus;Oanuava Coronae;CR;255.5;-32.5;375;4383;Oanuava Coronae;Oanuava Coronae;Venus;375;-32.5;255.5;-32.5;-32.5;255.5;255.5;Planetocentric  +East  0 - 360;Europe;France;Corona, coronae;CR;v52;Approved;1994;111;Gaulish Celtic earth goddess.;;10/1/06
Venus;Obasi Nsi Corona;CR;291;-53.5;230;4386;Obasi-Nsi Corona;Obasi Nsi Corona;Venus;230;-53.5;291;-53.5;-53.5;291;291;Planetocentric  +East  0 - 360;Africa;Nigeria;Corona, coronae;CR;v60;Approved;1997;107;Ekoi (S. Nigeria) earth/fertility goddess.;;10/1/06
Venus;Obiemi Corona;CR;276.6;-31.9;300;4388;Obiemi Corona;Obiemi Corona;Venus;300;-31.9;276.6;-31.9;-31.9;276.6;276.6;Planetocentric  +East  0 - 360;Africa;Nigeria;Corona, coronae;CR;v53;Approved;1997;65;Bini (Nigeria) childbirth goddess.;;10/1/06
Venus;Obilukha Corona;CR;19;-81.5;220;4389;Obilukha Corona;Obilukha Corona;Venus;220;-81.5;19;-81.5;-81.5;19;19;Planetocentric  +East  0 - 360;Europe;Slavic;Corona, coronae;CR;v62;Approved;1997;107;E. Slavic crop protection deity.;;12/30/08
Venus;Obukhova;AA;289.7;70.7;46;4391;Obukhova;Obukhova;Venus;46;70.7;289.7;70.7;70.7;289.7;289.7;Planetocentric  +East  0 - 360;Europe;Soviet;Crater, craters;AA;v06;Approved;1985;64;Nadezhda. Soviet singer (1886-1961).;;12/30/08
Venus;O Connor;AA;143.9;-26;30.4;4539;O'Connor;O Connor;Venus;30.4;-26;143.9;-26;-26;143.9;143.9;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v48;Approved;1991;99;Flannery. American novelist (1925-1964).;;10/1/06
Venus;Odarka;AA;138.2;40.8;7;4400;Odarka;Odarka;Venus;7;40.8;138.2;40.8;40.8;138.2;138.2;Planetocentric  +East  0 - 360;Europe;Ukraine;Crater, craters;AA;v12;Approved;1997;107;Ukrainian first name.;;12/30/08
Venus;Oddibjord Tessera;TE;85;82;900;4401;Oddibjord Tessera;Oddibjord Tessera;Venus;900;82;85;82;82;85;85;Planetocentric  +East  0 - 360;Europe;Scandinavian;Tessera, tesserae;TE;v01;Approved;1997;107;Scandinavian fortune deity.;;10/1/06
Venus;Odikha;AA;238.1;-41.6;10.6;4402;Odikha;Odikha;Venus;10.6;-41.6;238.1;-41.6;-41.6;238.1;238.1;Planetocentric  +East  0 - 360;Asia;Uzbekistan;Crater, craters;AA;v51;Approved;1997;107;Uzbek first name.;;12/30/08
Venus;Odilia;AA;200.2;81.2;20.8;4403;Odilia;Odilia;Venus;20.8;81.2;200.2;81.2;81.2;200.2;200.2;Planetocentric  +East  0 - 360;Europe;Portugal;Crater, craters;AA;v01;Approved;1985;98;Portuguese first name.;;10/1/06
Venus;Oduduwa Corona;CR;211.5;-11;150;4405;Oduduwa Corona;Oduduwa Corona;Venus;150;-11;211.5;-11;-11;211.5;211.5;Planetocentric  +East  0 - 360;Africa;Nigeria;Corona, coronae;CR;v39;Approved;1994;107;Yoruba (Nigeria) fertility goddess.;;10/1/06
Venus;Odzerchen Dorsa;DO;152;-72;300;4407;Odzerchen Dorsa;Odzerchen Dorsa;Venus;300;-72;152;-72;-72.5;157;147;Planetocentric  +East  0 - 360;Asia;Tibet;Dorsum, dorsa;DO;v58;Approved;2000;154;Tibetan goddess of boundless light.;;10/1/06
Venus;Ogulbek;AA;145;2.4;6.5;4414;Ogulbek;Ogulbek;Venus;6.5;2.4;145;2.4;2.4;145;145;Planetocentric  +East  0 - 360;Asia;Turkmenistan;Crater, craters;AA;v24;Approved;1997;107;Turkman first name.;;12/30/08
Venus;Ohogetsu Corona;CR;85.7;-27;175;4418;Ohogetsu Corona;Ohogetsu Corona;Venus;175;-27;85.7;-27;-27;85.7;85.7;Planetocentric  +East  0 - 360;Asia;Japan;Corona, coronae;CR;v46;Approved;1994;83;Japanese food goddess.;;10/1/06
Venus;Oilule Fluctus;FL;79;-22;900;4420;Oilule Fluctus;Oilule Fluctus;Venus;900;-22;79;-22;-22;79;79;Planetocentric  +East  0 - 360;Europe;Bulgaria;Fluctus, fluctūs;FL;v34;Approved;2000;65;West Bulgarian wife of thunder god.;;10/1/06
Venus;Oivit;AA;195.5;-73.9;4.8;4422;Oivit;Oivit;Venus;4.8;-73.9;195.5;-73.9;-73.9;195.5;195.5;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v59;Approved;1997;144;Cheyenne first name.;;10/1/06
Venus;Ojuz Dorsa;DO;37;6;400;4423;Ojuz Dorsa;Ojuz Dorsa;Venus;400;6;37;8;4;38;37;Planetocentric  +East  0 - 360;Asia;Tajik;Dorsum, dorsa;DO;v21;Approved;1997;107;Tajik deity of frost and cold wind.;;12/30/08
Venus;O Keeffe;AA;228.8;24.5;76.9;4541;O'Keeffe;O Keeffe;Venus;76.9;24.5;228.8;24.5;24.5;228.8;228.8;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v27;Approved;1994;99;Georgia. American artist (1887-1986).;;10/1/06
Venus;Okhin Tengri Corona;CR;40;-70.5;400;4425;Okhin-Tengri Corona;Okhin Tengri Corona;Venus;400;-70.5;40;-70.5;-70.5;40;40;Planetocentric  +East  0 - 360;Europe;Kalmyk;Corona, coronae;CR;v56;Approved;1997;107;Kalmykan fertility goddess.;;12/30/08
Venus;Okipeta Dorsa;DO;240;67.5;1200;4427;Okipeta Dorsa;Okipeta Dorsa;Venus;1200;67.5;240;67.5;67.5;240;240;Planetocentric  +East  0 - 360;Europe;Greek;Dorsum, dorsa;DO;;Approved;1985;1;Greek goddess of whirlwind.;;10/1/06
Venus;Oksana;AA;352;11.9;7.7;4429;Oksana;Oksana;Venus;7.7;11.9;352;11.9;11.9;352;352;Planetocentric  +East  0 - 360;Europe;Ukraine;Crater, craters;AA;v31;Approved;1997;109;Ukrainian first name.;;12/30/08
Venus;Oku;AA;232.2;-64.2;13.3;4430;Oku;Oku;Venus;13.3;-64.2;232.2;-64.2;-64.2;232.2;232.2;Planetocentric  +East  0 - 360;Europe;Karelia;Crater, craters;AA;v59;Approved;1997;107;Karelian first name.;;12/30/08
Venus;Olapa Chasma;CM;208.5;-42;650;4431;Olapa Chasma;Olapa Chasma;Venus;650;-42;208.5;-42;-42;208.5;208.5;Planetocentric  +East  0 - 360;Africa;Kenya;Chasma, chasmata;CM;v50;Approved;1997;107;Massai (Kenya, Tanzania) moon goddess.;;10/1/06
Venus;Olena;AA;149;10.9;7;4435;Olena;Olena;Venus;7;10.9;149;10.9;10.9;149;149;Planetocentric  +East  0 - 360;Europe;Ukraine;Crater, craters;AA;v24;Approved;1997;107;Ukrainian first name.;;12/30/08
Venus;Olesnicka;AA;210.9;18.3;33;4437;Olesnicka;Olesnicka;Venus;33;18.3;210.9;18.3;18.3;210.9;210.9;Planetocentric  +East  0 - 360;Europe;Poland;Crater, craters;AA;v27;Approved;1994;99;Zofia. Polish poet (fl. c. 1550).;;10/1/06
Venus;Olesya;AA;273.3;5.6;12;4438;Olesya;Olesya;Venus;12;5.6;273.3;5.6;5.6;273.3;273.3;Planetocentric  +East  0 - 360;Europe;Ukraine;Crater, craters;AA;v29;Approved;1997;107;Ukrainian first name.;;12/30/08
Venus;Olga;AA;283.8;26.1;15.5;4439;Olga;Olga;Venus;15.5;26.1;283.8;26.1;26.1;283.8;283.8;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v17;Approved;1994;108;Russian first name.;;12/30/08
Venus;Olivia;AA;207.9;37.2;10.2;4441;Olivia;Olivia;Venus;10.2;37.2;207.9;37.2;37.2;207.9;207.9;Planetocentric  +East  0 - 360;Europe;Netherlands (Dutch);Crater, craters;AA;v14;Approved;1997;107;Dutch first name.;;10/1/06
Venus;Olokun Vallis;VA;269;81.5;150;4443;Olokun Vallis;Olokun Vallis;Venus;150;81.5;269;81.5;81.5;269;269;Planetocentric  +East  0 - 360;Africa;Nigeria;Vallis, valles;VA;v01;Approved;1997;107;Bini sea and river goddess (also known as a god).;;10/1/06
Venus;Olosa Colles;CO;353.3;18;200;4445;Olosa Colles;Olosa Colles;Venus;200;18;353.3;18;18;353.3;353.3;Planetocentric  +East  0 - 360;Africa;Nigeria;Collis, colles;CO;v31;Approved;1997;107;Yoruba (Nigeria) lagoon goddess.;;10/1/06
Venus;Olwen Corona;CR;67.5;37.5;175;4448;Olwen Corona;Olwen Corona;Venus;175;37.5;67.5;37.5;37.5;67.5;67.5;Planetocentric  +East  0 - 360;Europe;Celtic;Corona, coronae;CR;v10;Approved;1994;83;Brythonic goddess of spring growth.;;10/1/06
Venus;Olya;AA;291.8;51.4;13.4;4449;Olya;Olya;Venus;13.4;51.4;291.8;51.4;51.4;291.8;291.8;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v06;Approved;1985;98;Russian first name.;;12/30/08
Venus;Oma;AA;329.1;-42.7;7.6;4455;Oma;Oma;Venus;7.6;-42.7;329.1;-42.7;-42.7;329.1;329.1;Planetocentric  +East  0 - 360;North America;Sioux;Crater, craters;AA;v54;Approved;2000;109;Sioux first name.;;10/1/06
Venus;Omeciuatl Corona;CR;119;16.5;175;4459;Omeciuatl Corona;Omeciuatl Corona;Venus;175;16.5;119;16.5;16.5;119;119;Planetocentric  +East  0 - 360;South and Central America;Aztec;Corona, coronae;CR;v23;Approved;1994;83;Aztec generative power.;;10/1/06
Venus;Omosi Mama Corona;CR;306;64.5;480;4461;Omosi-Mama Corona;Omosi Mama Corona;Venus;480;64.5;306;64.5;64.5;306;306;Planetocentric  +East  0 - 360;Asia;China;Corona, coronae;CR;v07;Approved;1997;107;Manchoo childbirth goddess.;;10/1/06
Venus;Omutnitsa Vallis;VA;292;33;150;4462;Omutnitsa Vallis;Omutnitsa Vallis;Venus;150;33;292;33;33;292;292;Planetocentric  +East  0 - 360;Europe;Slavic;Vallis, valles;VA;v17;Approved;1997;107;E. Slavic river deity.;;12/30/08
Venus;Onatah Corona;CR;5.5;49;298;4463;Onatah Corona;Onatah Corona;Venus;298;49;5.5;49;49;7.1;3.4;Planetocentric  +East  0 - 360;North America;Iroquois;Corona, coronae;CR;v08;Approved;1991;84;Iroquois corn spirit.;;10/1/06
Venus;Onenhste Corona;CR;221.5;-19;230;4464;Onenhste Corona;Onenhste Corona;Venus;230;-19;221.5;-18.2;-19.9;222.5;220.1;Planetocentric  +East  0 - 360;North America;Iroquois;Corona, coronae;CR;v39;Approved;2003;65;Mohawk/Iroquois corn maiden, the eldest of the Three Sisters, the harvest deities.;;10/1/06
Venus;Ongwuti Mons;MO;194.5;-2;500;4466;Ongwuti Mons;Ongwuti Mons;Venus;500;-2;194.5;-2;-2;194.5;194.5;Planetocentric  +East  0 - 360;North America;Hopi;Mons, montes;MO;v38;Approved;1997;107;Hopi salt-woman deity, predicts seasons.;;10/1/06
Venus;Onissya;AA;150.2;-25.6;8.2;4467;Onissya;Onissya;Venus;8.2;-25.6;150.2;-25.6;-25.6;150.2;150.2;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v49;Approved;1997;107;Komi-Permyak (Urals Finn) first name.;;12/30/08
Venus;Opika;AA;151.9;-57.1;9.8;4479;Opika;Opika;Venus;9.8;-57.1;151.9;-57.1;-57.1;151.9;151.9;Planetocentric  +East  0 - 360;Europe;Chuvash;Crater, craters;AA;v58;Approved;1997;107;Chuvash (Volga area) first name.;;12/30/08
Venus;Ops Corona;CR;89;68.8;183;4482;Ops Corona;Ops Corona;Venus;183;68.8;89;68.8;68.8;91.6;86.4;Planetocentric  +East  0 - 360;Europe;Greek;Corona, coronae;CR;v03;Approved;1991;1;Greek fertility goddess.;;10/1/06
Venus;Orbona Corona;CR;293.2;-47.8;150;14217;Orbona Corona;Orbona Corona;Venus;150;-47.8;293.2;-47;-48.5;294;292.3;Planetocentric  +East  0 - 360;Europe;Roman;Corona, coronae;CR;v53;Approved;Sep 25, 2006;127;Roman goddess of children, protects orphans.;;1/16/07
Venus;Orczy;AA;52.3;3.7;26.9;4485;Orczy;Orczy;Venus;26.9;3.7;52.3;3.7;3.7;52.3;52.3;Planetocentric  +East  0 - 360;Europe;Hungary;Crater, craters;AA;v21;Approved;1994;99;Emmuska. Hungarian novelist, playwright (1865-1947).;;10/1/06
Venus;Orguk;AA;198.2;-23.5;11.7;4490;Orguk;Orguk;Venus;11.7;-23.5;198.2;-23.5;-23.5;198.2;198.2;Planetocentric  +East  0 - 360;Asia;Siberia;Crater, craters;AA;v38;Approved;1997;107;Nivkhi (Amur River area, E. Siberia) first name.;;12/30/08
Venus;Orlette;AA;193.3;-68.1;12.5;4492;Orlette;Orlette;Venus;12.5;-68.1;193.3;-68.1;-68.1;193.3;193.3;Planetocentric  +East  0 - 360;Europe;France;Crater, craters;AA;v59;Approved;1997;107;French first name.;;10/1/06
Venus;Orlova;AA;235;56.5;19.6;4494;Orlova;Orlova;Venus;19.6;56.5;235;56.5;56.5;235;235;Planetocentric  +East  0 - 360;Europe;Soviet;Crater, craters;AA;v05;Approved;1985;64;Lyubov. Soviet actress (1902-1975).;;12/30/08
Venus;Ortensia;AA;155.7;7.6;7;4500;Ortensia;Ortensia;Venus;7;7.6;155.7;7.6;7.6;155.7;155.7;Planetocentric  +East  0 - 360;Europe;Italy;Crater, craters;AA;v25;Approved;1997;107;Italian first name.;;10/1/06
Venus;Oshalche;AA;155.5;29.7;8.3;4504;Oshalche;Oshalche;Venus;8.3;29.7;155.5;29.7;29.7;155.5;155.5;Planetocentric  +East  0 - 360;Europe;Mari;Crater, craters;AA;v13;Approved;1997;107;Mari (Volga Finn) first name.;;12/30/08
Venus;Oshumare Dorsa;DO;79;-58.5;550;4505;Oshumare Dorsa;Oshumare Dorsa;Venus;550;-58.5;79;-58.5;-58.5;79;79;Planetocentric  +East  0 - 360;Africa;Nigeria;Dorsum, dorsa;DO;v57;Approved;1997;107;Yoruba rainbow deity.;;10/1/06
Venus;Oshun Farra;FR;19.3;4.2;80;4506;Oshun Farra;Oshun Farra;Venus;80;4.2;19.3;4.2;4.2;19.3;19.3;Planetocentric  +East  0 - 360;Africa;Nigeria;Farrum, farra;FR;v20;Approved;1994;83;Yoruba (Nigeria) fresh water goddess.;;10/1/06
Venus;Osipenko;AA;321;71.2;30;4507;Osipenko;Osipenko;Venus;30;71.2;321;71.2;71.2;321;321;Planetocentric  +East  0 - 360;Europe;Soviet;Crater, craters;AA;v07;Approved;1985;64;Polina. Soviet aviator (1907-1939).;;12/30/08
Venus;Otafuku Tholi;TH;46.3;28.7;80;4518;Otafuku Tholi;Otafuku Tholi;Venus;80;28.7;46.3;28.7;28.7;46.3;46.3;Planetocentric  +East  0 - 360;Asia;Japan;Tholus, tholi;TH;v09;Approved;1997;83;Japanese goddess of joyfulness.;;10/1/06
Venus;Otau Corona;CR;298.7;67.8;172;4520;Otau Corona;Otau Corona;Venus;172;67.8;298.7;67.9;67.6;300.6;296.7;Planetocentric  +East  0 - 360;Africa;Nigeria;Corona, coronae;CR;v06;Approved;1985;65;Bini (S. Nigeria) goddess of fertility.;;10/1/06
Venus;Otohime Tholus;TH;268.2;-32;20;14176;Otohime Tholus;Otohime Tholus;Venus;20;-32;268.2;-32;-32;268.2;268.2;Planetocentric  +East  0 - 360;Asia;Japan;Tholus, tholi;TH;v52;Approved;2006;127;Japanese goddess of the arts and beauty. ;;10/1/06
Venus;Ottavia;AA;187.1;-47.5;12.9;4525;Ottavia;Ottavia;Venus;12.9;-47.5;187.1;-47.5;-47.5;187.1;187.1;Planetocentric  +East  0 - 360;Europe;Roman;Crater, craters;AA;v50;Approved;1997;107;Roman first name.;;10/1/06
